initialize start
initialize done
[GIN] 2017/10/17 - 17:12:37 | 200 |     137.375µs |     127.1.5.191 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |     120.866µs |      127.1.9.29 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     286.869µs |    127.1.11.100 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |     123.816µs |    127.1.12.251 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     133.749µs |     127.1.6.121 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     105.017µs |      127.1.4.46 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     124.598µs |    127.1.13.127 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     317.351µs |      127.1.4.46 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |      138.25µs |     127.1.8.252 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     271.969µs |      127.1.9.29 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |     124.246µs |     127.1.15.96 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     212.215µs |    127.1.12.251 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |      72.115µs |    127.1.11.155 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     215.757µs |     127.1.6.121 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |     114.305µs |      127.1.7.16 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     194.564µs |     127.1.0.199 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      126.07µs |     127.1.3.151 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     110.251µs |     127.1.10.35 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     265.192µs |     127.1.15.96 | GET      /mypage
[GIN] 2017/10/17 - 17:12:37 | 200 |     236.542µs |    127.1.13.127 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     241.321µs |    127.1.11.155 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     205.094µs |     127.1.8.252 | GET      /mypage
[GIN] 2017/10/17 - 17:12:37 | 302 |     140.496µs |     127.1.14.15 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |     162.938µs |      127.1.2.96 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |      251.62µs |     127.1.10.35 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     245.864µs |     127.1.3.151 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 200 |     327.737µs |      127.1.7.16 | GET      /
[GIN] 2017/10/17 - 17:12:37 | 302 |     130.587µs |      127.1.1.29 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      78.056µs |     127.1.9.174 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      96.787µs |      127.1.3.65 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      82.147µs |     127.1.2.147 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      81.774µs |    127.1.13.182 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      70.518µs |    127.1.14.139 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      61.607µs |      127.1.5.86 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      77.925µs |    127.1.10.179 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 302 |      69.403µs |     127.1.1.177 | POST     /login
[GIN] 2017/10/17 - 17:12:37 | 200 |     279.255µs |     127.1.2.147 | GET      /mypage
